Date,Time,O3,PM_10,PM_25,NO2,SO2,CO,Temperature,Humidity,Precipitation
28/09/2021,02:15:06,43,22,5,3,1,136,5,86,13,Облачно с прояснениями
28/09/2021,03:15:04,45,22,5,2,1,137,4,93,13,Облачно с прояснениями
28/09/2021,04:15:05,40,18,5,2,1,137,3,93,9,Ясно
28/09/2021,05:15:05,42,19,6,2,1,137,3,93,9,Ясно
28/09/2021,06:15:05,43,19,6,1,1,138,2,93,9,Солнечно
28/09/2021,07:15:06,39,15,5,2,1,138,3,86,13,Солнечно
28/09/2021,08:15:04,39,15,5,2,1,139,3,86,9,Солнечно
28/09/2021,09:15:05,38,15,6,2,1,140,5,80,9,Солнечно
28/09/2021,10:15:06,34,14,5,4,1,141,7,70,13,Солнечно
28/09/2021,11:15:04,37,14,5,4,2,141,8,61,17,Солнечно
28/09/2021,12:15:06,39,15,5,4,2,141,9,53,17,Небольшая облачность
28/09/2021,13:15:06,33,12,6,4,3,157,10,49,13,Небольшая облачность
28/09/2021,14:15:05,44,15,5,2,2,140,10,49,13,Небольшая облачность
28/09/2021,15:15:06,45,15,4,2,2,139,11,46,13,Небольшая облачность
28/09/2021,16:15:05,47,14,5,2,2,138,11,46,17,Небольшая облачность
28/09/2021,17:15:05,41,15,6,5,2,140,9,53,13,Небольшая облачность
28/09/2021,18:15:06,36,16,6,8,2,143,9,53,13,Ясно
28/09/2021,19:15:04,30,15,6,7,2,145,5,75,6,Ясно
28/09/2021,20:15:05,30,15,6,6,2,147,3,86,км/ч,Ясно
28/09/2021,21:15:05,29,14,6,5,2,150,2,86,км/ч,Ясно
28/09/2021,22:15:05,30,11,6,4,2,152,1,93,км/ч,Ясно
28/09/2021,23:15:06,30,11,6,3,2,151,0,100,2,Ясно
29/09/2021,00:15:05,29,11,6,2,2,150,-1,100,км/ч,Ясно
29/09/2021,01:15:05,32,10,5,4,2,143,0,93,км/ч,Ясно
29/09/2021,02:15:05,34,10,6,4,2,143,0,93,км/ч,Ясно
29/09/2021,03:15:05,35,10,6,3,2,142,-1,92,км/ч,Ясно
29/09/2021,04:15:05,35,13,7,3,2,142,-1,100,км/ч,Ясно
29/09/2021,05:15:05,35,13,7,3,2,142,-2,100,км/ч,Ясно
29/09/2021,06:15:05,36,13,7,4,2,142,-2,100,км/ч,Солнечно
29/09/2021,07:15:06,34,14,7,4,2,142,-2,100,км/ч,Солнечно
29/09/2021,08:15:04,36,14,6,3,2,142,0,93,6,Солнечно
29/09/2021,09:15:04,38,14,6,3,2,142,1,93,6,Солнечно
29/09/2021,10:15:14,35,14,6,3,2,142,4,80,6,Солнечно
29/09/2021,11:15:06,40,14,6,3,2,139,7,70,9,Солнечно
29/09/2021,12:15:05,44,14,6,2,2,136,9,61,13,Небольшая облачность
29/09/2021,13:15:05,47,15,6,2,2,140,10,61,13,Небольшая облачность
29/09/2021,14:15:05,49,15,6,2,2,139,9,66,17,Небольшая облачность
29/09/2021,15:15:04,50,15,6,2,1,138,9,66,17,Небольшая облачность
29/09/2021,16:15:06,45,14,6,3,1,138,8,70,17,Небольшая облачность
29/09/2021,17:15:05,41,14,6,5,1,139,6,75,17,Небольшая облачность
29/09/2021,18:15:05,37,15,6,6,1,140,4,80,13,Облачно с прояснениями
29/09/2021,19:15:04,33,13,6,6,1,141,3,86,9,Облачно с прояснениями
29/09/2021,20:15:05,33,13,6,5,1,141,3,86,9,Облачно с прояснениями
29/09/2021,21:15:06,33,12,6,4,2,142,2,86,6,Ясно
29/09/2021,22:15:06,35,11,6,3,2,143,3,86,6,Ясно
29/09/2021,23:15:06,35,11,5,2,2,142,1,93,6,Ясно
30/09/2021,00:15:06,34,11,5,2,2,141,1,93,км/ч,Ясно
30/09/2021,01:15:05,38,9,5,3,2,143,0,100,км/ч,Ясно
30/09/2021,02:15:06,40,10,5,3,2,142,-1,100,км/ч,Облачно с прояснениями
30/09/2021,03:15:05,42,10,5,2,2,140,0,100,км/ч,Облачно с прояснениями
30/09/2021,04:15:05,36,11,5,4,2,138,0,100,км/ч,Облачно
30/09/2021,05:15:05,39,11,5,3,2,137,2,93,км/ч,Облачно
30/09/2021,06:15:05,41,11,5,3,2,135,2,93,км/ч,Облачно
30/09/2021,07:15:06,35,11,5,4,2,134,3,93,км/ч,Облачно
30/09/2021,08:15:05,37,11,5,4,2,135,3,100,2,Преимущественно облачно
30/09/2021,09:15:05,38,11,5,3,2,136,5,93,2,Преимущественно облачно
30/09/2021,10:15:06,34,11,5,4,2,137,8,81,км/ч,Преимущественно облачно
30/09/2021,11:15:06,38,11,5,3,2,135,9,66,9,Преимущественно облачно
30/09/2021,12:15:06,41,11,5,3,2,132,10,61,9,Преимущественно облачно
30/09/2021,13:15:05,49,9,4,2,1,130,10,61,13,Преимущественно облачно
30/09/2021,14:15:06,48,10,4,3,1,131,10,61,13,Преимущественно облачно
30/09/2021,15:15:05,48,10,5,3,1,131,11,61,13,Небольшая облачность
30/09/2021,16:15:06,45,11,5,4,1,131,11,61,17,Небольшая облачность
30/09/2021,17:15:06,43,11,5,4,2,132,10,66,9,Небольшая облачность
30/09/2021,18:15:06,40,11,5,5,2,133,9,70,9,Облачно с прояснениями
30/09/2021,19:15:05,38,10,4,3,2,134,8,75,9,Облачно с прояснениями
30/09/2021,20:15:06,37,10,4,3,2,134,8,75,13,Облачно с прояснениями
30/09/2021,21:15:05,36,10,4,3,2,135,7,75,9,Облачно с прояснениями
30/09/2021,22:15:06,38,9,5,2,2,135,6,87,9,Облачно с прояснениями
30/09/2021,23:15:04,38,9,5,2,2,135,5,86,2,Облачно с прояснениями
01/10/2021,00:15:06,38,9,5,2,2,135,5,93,2,Облачно с прояснениями
01/10/2021,01:15:06,40,9,4,3,2,135,4,93,6,Ясно
01/10/2021,02:15:06,40,9,5,3,2,135,4,100,6,Ясно
01/10/2021,03:15:06,40,9,5,3,2,134,4,93,2,Ясно
01/10/2021,04:15:06,39,11,5,4,3,134,4,93,2,Ясно
01/10/2021,05:15:06,39,11,5,4,3,135,4,100,6,Ясно
01/10/2021,06:15:06,39,11,6,4,3,135,4,100,2,Облачно
01/10/2021,07:15:05,36,11,6,4,3,136,4,93,6,Облачно
01/10/2021,08:15:06,35,11,6,4,3,136,4,100,9,Облачно
01/10/2021,09:15:06,34,12,6,4,3,136,5,93,9,Небольшой туман
01/10/2021,10:15:06,34,11,5,4,3,136,5,100,9,Облачно
01/10/2021,11:15:06,36,11,5,4,3,134,6,93,9,Облачно
01/10/2021,12:15:05,39,10,5,4,3,132,7,93,9,Преимущественно облачно
01/10/2021,13:15:06,37,10,5,4,3,131,8,87,13,Преимущественно облачно
01/10/2021,14:15:06,39,10,5,4,2,128,9,81,13,Небольшая облачность
01/10/2021,15:15:07,40,10,5,5,2,125,9,81,13,Небольшая облачность
01/10/2021,16:15:06,44,8,4,5,2,122,9,81,9,Солнечно
01/10/2021,17:15:06,39,9,4,7,2,125,9,81,6,Солнечно
01/10/2021,18:15:06,35,10,5,9,2,128,6,93,км/ч,Ясно
01/10/2021,19:15:06,31,11,5,12,3,131,5,93,км/ч,Стелющийся туман
01/10/2021,20:15:05,31,11,5,10,3,133,4,100,2,Стелющийся туман
01/10/2021,21:15:11,31,10,5,9,3,136,7,87,6,Стелющийся туман
01/10/2021,22:15:06,32,10,5,7,4,138,6,87,6,Облачно с прояснениями
01/10/2021,23:15:10,33,9,5,7,4,139,5,93,2,Преимущественно облачно
02/10/2021,00:15:05,34,9,5,6,4,139,5,93,км/ч,Преимущественно облачно
02/10/2021,01:15:06,41,9,5,7,4,146,5,93,км/ч,Преимущественно облачно
02/10/2021,02:15:05,41,9,5,7,4,144,5,93,км/ч,Преимущественно облачно
02/10/2021,03:15:06,41,9,5,6,4,143,5,100,6,Преимущественно облачно
02/10/2021,04:15:05,40,8,4,5,4,142,5,93,6,Преимущественно облачно
02/10/2021,05:15:06,39,8,4,6,4,141,6,87,9,Преимущественно облачно
02/10/2021,06:15:06,39,8,4,6,4,140,6,87,6,Преимущественно облачно
02/10/2021,07:15:06,39,8,4,5,4,139,6,87,6,Преимущественно облачно
02/10/2021,08:15:06,38,8,4,6,4,139,6,93,6,Преимущественно облачно
02/10/2021,09:15:06,37,8,4,6,4,138,6,93,9,Преимущественно облачно
02/10/2021,10:15:06,38,9,4,6,5,138,7,87,13,Преимущественно облачно
02/10/2021,11:15:06,43,10,4,5,4,136,7,87,9,Облачно
02/10/2021,12:15:05,49,10,4,5,4,134,8,81,9,Облачно
02/10/2021,13:15:05,53,10,4,4,3,130,8,75,9,Облачно
02/10/2021,14:15:05,52,10,4,6,3,130,8,75,9,Облачно
02/10/2021,15:15:06,52,10,4,7,3,130,8,75,13,Облачно
02/10/2021,16:15:05,48,9,4,8,3,130,7,81,13,Облачно
02/10/2021,17:15:05,43,10,5,10,3,132,6,81,6,Облачно
02/10/2021,18:15:06,37,12,6,12,3,135,6,81,2,Облачно
02/10/2021,19:15:05,31,12,6,14,3,137,6,87,км/ч,Облачно
02/10/2021,20:15:06,30,12,6,12,3,140,6,87,км/ч,Облачно
02/10/2021,21:15:06,28,12,6,11,3,142,6,87,км/ч,Облачно
02/10/2021,22:15:06,27,8,5,8,3,144,5,93,км/ч,Облачно
02/10/2021,23:15:06,27,8,5,7,3,144,5,93,км/ч,Облачно
03/10/2021,00:15:06,27,8,5,6,3,143,5,93,км/ч,Облачно
03/10/2021,01:15:05,29,7,4,6,3,141,5,93,км/ч,Облачно
03/10/2021,02:15:05,31,7,4,6,3,139,5,93,6,Облачно
03/10/2021,03:15:06,33,8,4,6,3,137,5,93,км/ч,Облачно
03/10/2021,04:15:06,32,8,5,5,3,136,5,93,км/ч,Облачно
03/10/2021,05:15:05,32,8,5,6,3,135,5,93,6,Облачно
03/10/2021,06:15:06,32,8,5,6,3,134,5,93,2,Облачно
03/10/2021,07:15:06,33,9,5,6,3,133,5,93,км/ч,Преимущественно облачно
03/10/2021,08:15:05,34,9,5,6,3,134,6,87,км/ч,Преимущественно облачно
03/10/2021,09:15:06,36,9,5,6,3,134,6,87,2,Преимущественно облачно
03/10/2021,10:15:05,37,8,5,6,3,134,8,75,6,Преимущественно облачно
03/10/2021,11:15:06,39,8,5,6,3,131,8,75,2,Преимущественно облачно
03/10/2021,12:15:06,41,7,4,5,3,129,9,66,2,Преимущественно облачно
03/10/2021,13:15:05,46,8,4,5,2,124,9,70,6,Преимущественно облачно
03/10/2021,14:15:05,47,7,4,5,2,124,9,70,6,Преимущественно облачно
03/10/2021,15:15:06,47,7,4,5,2,123,9,70,6,Преимущественно облачно
03/10/2021,16:15:06,45,9,4,6,2,123,9,66,6,Преимущественно облачно
03/10/2021,17:15:06,40,10,6,9,2,130,8,75,6,Преимущественно облачно
03/10/2021,18:15:08,35,12,7,12,3,138,8,75,6,Преимущественно облачно
03/10/2021,19:15:06,32,14,7,14,3,145,7,81,6,Преимущественно облачно
03/10/2021,20:15:06,32,14,7,12,3,146,7,81,2,Преимущественно облачно
03/10/2021,21:15:06,31,13,7,10,3,148,7,87,6,Преимущественно облачно
03/10/2021,22:15:06,33,13,7,6,4,149,7,87,6,Преимущественно облачно
03/10/2021,23:15:05,34,13,7,5,3,148,6,93,6,Преимущественно облачно
04/10/2021,00:15:06,34,12,7,5,3,146,6,93,км/ч,Преимущественно облачно
04/10/2021,01:15:06,37,11,6,6,4,148,6,93,2,Преимущественно облачно
04/10/2021,02:15:05,37,11,6,6,4,146,6,93,2,Преимущественно облачно
04/10/2021,03:15:06,37,11,6,6,3,144,5,100,км/ч,Преимущественно облачно
04/10/2021,04:15:05,35,10,5,6,3,141,5,100,км/ч,Преимущественно облачно
04/10/2021,05:15:05,35,10,5,7,3,139,3,100,2,Небольшой туман
04/10/2021,06:15:11,36,10,5,7,3,137,3,93,км/ч,Стелющийся туман
04/10/2021,07:15:06,36,10,5,6,2,135,3,100,км/ч,Стелющийся туман
04/10/2021,08:15:05,36,10,5,6,2,133,4,100,км/ч,Небольшая облачность
04/10/2021,09:15:05,36,10,5,6,2,131,8,75,6,Преимущественно облачно
04/10/2021,10:15:05,37,12,5,5,2,129,8,75,13,Преимущественно облачно
04/10/2021,11:15:06,41,13,5,5,2,125,9,66,9,Преимущественно облачно
04/10/2021,12:15:06,44,13,5,5,2,120,9,66,13,Преимущественно облачно
04/10/2021,13:15:06,48,13,5,5,2,116,9,66,9,Преимущественно облачно
04/10/2021,14:15:04,51,13,5,5,1,115,9,66,9,Преимущественно облачно
04/10/2021,15:15:06,54,13,5,4,1,113,9,66,9,Преимущественно облачно
04/10/2021,16:15:06,47,13,5,5,2,117,8,75,6,Преимущественно облачно
04/10/2021,17:15:06,43,13,5,6,2,118,8,75,6,Облачно
04/10/2021,18:15:06,38,13,6,7,2,118,8,75,2,Облачно
04/10/2021,19:15:06,35,10,5,7,2,119,8,75,6,Облачно
04/10/2021,20:15:06,34,10,4,6,1,118,8,75,6,Облачно
04/10/2021,21:15:09,33,9,4,5,1,118,8,75,6,Облачно
04/10/2021,22:15:04,34,7,4,4,1,118,8,81,6,Облачно
04/10/2021,23:15:06,34,6,4,4,1,118,8,75,6,Облачно
05/10/2021,00:15:06,35,6,4,3,1,118,7,81,6,Облачно
05/10/2021,01:15:06,41,7,4,5,1,119,7,81,6,Облачно
05/10/2021,02:15:05,41,7,4,5,1,119,7,81,6,Облачно
05/10/2021,03:15:05,40,7,4,5,1,120,7,81,9,Облачно
05/10/2021,04:15:05,37,8,5,6,1,121,7,75,9,Облачно
05/10/2021,05:15:05,37,8,4,5,2,122,7,70,6,Облачно
05/10/2021,06:15:04,37,8,4,5,2,124,7,70,6,Облачно
05/10/2021,07:15:05,34,8,5,6,2,125,6,75,6,Облачно
05/10/2021,08:15:06,34,8,5,5,2,127,7,70,9,Преимущественно облачно
05/10/2021,09:15:06,34,8,5,5,2,129,8,57,13,Небольшая облачность
05/10/2021,10:15:05,31,8,5,5,2,131,9,53,13,Небольшая облачность
05/10/2021,11:15:06,36,8,4,5,2,130,9,53,9,Небольшая облачность
05/10/2021,12:15:05,41,7,4,4,2,128,9,49,13,Небольшая облачность
05/10/2021,13:15:06,48,7,4,3,1,138,9,49,9,Небольшая облачность
05/10/2021,14:15:06,51,8,4,4,2,138,10,46,9,Небольшая облачность
05/10/2021,15:15:06,53,8,4,4,2,138,10,46,9,Солнечно
05/10/2021,16:15:06,48,7,3,4,2,138,9,46,9,Солнечно
05/10/2021,17:15:06,41,9,5,9,2,143,9,46,9,Солнечно
05/10/2021,18:15:06,35,12,6,14,2,149,5,65,2,Ясно
05/10/2021,19:15:05,28,12,6,13,2,155,3,75,2,Ясно
05/10/2021,20:15:05,27,12,6,12,2,156,1,86,км/ч,Ясно
05/10/2021,21:15:04,25,12,6,11,2,157,1,86,км/ч,Ясно
05/10/2021,22:15:06,26,11,6,9,2,158,0,93,км/ч,Ясно
05/10/2021,23:15:05,26,10,6,8,2,155,-1,92,км/ч,Ясно
06/10/2021,00:15:05,26,10,6,8,2,155,-1,92,км/ч,Ясно
06/10/2021,01:15:05,29,8,5,6,2,153,-2,100,км/ч,Ясно
06/10/2021,02:15:04,28,8,5,6,2,152,-3,92,км/ч,Ясно
06/10/2021,03:15:05,27,9,5,6,2,151,-2,92,км/ч,Ясно
06/10/2021,04:15:05,25,10,6,6,2,150,-2,92,км/ч,Ясно
06/10/2021,05:15:04,24,10,6,6,2,152,-3,92,км/ч,Ясно
06/10/2021,06:15:04,23,10,6,7,3,153,-4,92,км/ч,Ясно
06/10/2021,07:15:05,24,10,6,6,3,155,-3,92,км/ч,Солнечно
06/10/2021,08:15:05,26,10,6,6,3,156,-1,92,км/ч,Солнечно
06/10/2021,09:15:05,28,10,6,6,2,158,3,80,2,Солнечно
06/10/2021,10:15:05,31,10,5,5,2,159,6,65,2,Солнечно
06/10/2021,11:15:07,38,10,5,5,2,153,7,61,2,Солнечно
06/10/2021,12:15:04,46,10,5,5,3,146,9,53,6,Солнечно
06/10/2021,13:15:04,51,11,5,4,3,141,10,49,2,Солнечно
06/10/2021,14:15:05,54,13,5,4,1,113,10,49,2,Солнечно
06/10/2021,15:15:04,56,11,5,4,3,141,11,46,2,Солнечно
06/10/2021,16:15:05,55,11,5,4,3,140,11,43,2,Солнечно
06/10/2021,17:15:04,47,13,7,9,4,152,8,61,км/ч,Солнечно
06/10/2021,18:15:05,39,16,8,14,4,164,4,75,км/ч,Ясно
06/10/2021,19:15:04,28,15,8,14,5,177,3,80,км/ч,Ясно
06/10/2021,20:15:04,26,16,9,13,5,187,1,86,км/ч,Ясно
06/10/2021,21:15:05,24,16,9,13,5,197,0,93,2,Ясно
06/10/2021,22:15:04,23,15,9,12,6,207,0,93,км/ч,Ясно
06/10/2021,23:15:05,23,14,8,10,5,205,-1,92,км/ч,Стелющийся туман
07/10/2021,00:15:05,24,12,8,8,5,203,-2,100,км/ч,Стелющийся туман
07/10/2021,01:15:05,25,11,7,8,5,198,-2,92,км/ч,Стелющийся туман
07/10/2021,02:15:04,25,11,7,8,5,196,-2,92,км/ч,Стелющийся туман
07/10/2021,03:15:05,25,11,7,8,5,193,-3,92,км/ч,Стелющийся туман
07/10/2021,04:15:05,23,13,8,10,5,191,-3,92,2,Стелющийся туман
07/10/2021,05:15:04,23,13,9,10,5,190,-3,92,км/ч,Стелющийся туман
07/10/2021,06:15:04,22,14,9,11,5,190,-4,92,км/ч,Стелющийся туман
07/10/2021,07:15:05,23,14,9,10,5,189,-4,92,км/ч,Солнечно
07/10/2021,08:15:04,28,14,8,10,4,187,0,93,км/ч,Солнечно
07/10/2021,09:15:09,32,14,8,10,4,185,5,75,км/ч,Солнечно
07/10/2021,10:15:04,40,14,7,9,3,182,7,65,км/ч,Солнечно
07/10/2021,11:15:05,46,14,7,8,4,169,10,49,2,Солнечно
07/10/2021,12:15:04,52,13,7,8,4,157,10,49,6,Солнечно
07/10/2021,13:15:05,58,13,6,7,6,139,12,46,2,Солнечно
07/10/2021,14:15:05,53,8,4,4,2,138,11,46,6,Солнечно
07/10/2021,15:15:05,61,15,7,8,5,138,12,43,2,Солнечно
07/10/2021,16:15:06,59,15,7,7,5,137,11,46,2,Солнечно
07/10/2021,17:15:04,51,16,9,11,5,147,11,46,2,Солнечно
07/10/2021,18:15:04,42,18,10,15,5,157,4,75,км/ч,Ясно
07/10/2021,19:15:04,27,19,10,16,5,166,3,80,км/ч,Ясно
07/10/2021,20:15:04,26,19,10,15,5,169,1,86,км/ч,Ясно
07/10/2021,21:15:05,24,19,11,14,5,172,1,86,км/ч,Ясно
07/10/2021,22:15:05,24,19,10,11,4,174,0,93,км/ч,Ясно
07/10/2021,23:15:06,25,18,9,10,4,170,0,93,км/ч,Ясно
08/10/2021,00:15:05,26,17,9,9,3,166,-1,92,км/ч,Ясно
08/10/2021,01:15:06,28,15,8,8,3,165,-1,92,2,Ясно
08/10/2021,02:15:04,28,15,8,8,3,160,0,86,2,Ясно
08/10/2021,03:15:04,28,15,8,8,3,156,-2,92,2,Ясно
08/10/2021,04:15:05,27,16,8,9,2,152,-3,92,км/ч,Ясно
08/10/2021,05:15:04,27,15,8,9,2,151,-3,100,км/ч,Ясно
08/10/2021,06:15:05,27,15,8,10,2,150,-2,92,км/ч,Стелющийся туман
08/10/2021,07:15:06,27,15,8,10,2,150,-3,100,км/ч,Стелющийся туман
08/10/2021,08:15:05,30,14,7,9,2,151,0,93,км/ч,Солнечно
08/10/2021,09:15:05,32,14,7,9,2,152,5,75,2,Солнечно
08/10/2021,10:15:05,37,15,7,8,2,153,8,61,9,Солнечно
08/10/2021,11:15:05,41,15,7,8,3,148,10,53,6,Солнечно
08/10/2021,12:15:04,45,15,7,8,4,143,11,50,13,Солнечно
08/10/2021,13:15:04,49,15,7,8,5,133,12,46,13,Солнечно
08/10/2021,14:15:04,56,11,5,4,3,141,13,43,13,Солнечно
08/10/2021,15:15:05,51,15,7,8,5,130,13,40,9,Солнечно
08/10/2021,16:15:04,48,13,6,7,5,129,12,46,13,Солнечно
08/10/2021,17:15:04,42,16,8,11,5,135,10,53,6,Солнечно
08/10/2021,18:15:04,36,18,10,16,5,140,5,75,2,Ясно
08/10/2021,19:15:04,23,20,10,16,5,146,3,86,км/ч,Ясно
08/10/2021,20:15:04,23,20,10,15,5,147,2,86,км/ч,Ясно
08/10/2021,21:15:05,22,19,11,13,5,148,1,93,2,Ясно
08/10/2021,22:15:05,25,13,8,11,6,148,1,86,6,Ясно
08/10/2021,23:15:04,24,14,9,11,6,148,0,86,2,Ясно
09/10/2021,00:15:04,23,14,9,11,6,147,2,80,2,Ясно
09/10/2021,01:15:04,26,13,8,10,5,141,-1,92,2,Ясно
09/10/2021,02:15:05,26,13,8,10,4,139,-1,92,2,Ясно
09/10/2021,03:15:04,26,13,9,11,4,136,-1,92,2,Ясно
09/10/2021,04:15:04,24,13,9,10,4,134,-2,92,2,Ясно
09/10/2021,05:15:04,24,13,9,11,3,133,-3,92,км/ч,Стелющийся туман
09/10/2021,06:15:04,23,14,9,11,3,133,-2,92,км/ч,Стелющийся туман
09/10/2021,07:15:05,24,14,9,11,3,132,-3,100,6,Солнечно
09/10/2021,08:15:05,25,13,9,11,3,131,1,86,2,Солнечно
09/10/2021,09:15:10,26,13,9,11,3,131,5,70,6,Солнечно
09/10/2021,10:15:04,26,13,9,10,3,130,7,61,9,Солнечно
09/10/2021,11:15:06,30,13,8,10,3,125,10,53,13,Солнечно
09/10/2021,12:15:05,34,13,8,10,3,120,12,43,13,Солнечно
09/10/2021,13:15:04,38,12,8,10,3,115,12,40,17,Солнечно
09/10/2021,14:15:05,61,15,7,8,5,138,13,40,13,Солнечно
09/10/2021,15:15:05,46,13,7,10,3,114,12,43,13,Солнечно
09/10/2021,16:15:04,49,13,7,10,3,114,12,43,9,Солнечно
09/10/2021,17:15:05,43,16,9,15,3,118,11,46,6,Солнечно
09/10/2021,18:15:10,36,19,11,20,3,122,9,57,6,Ясно
09/10/2021,19:15:04,30,21,13,25,3,126,9,57,6,Ясно
09/10/2021,20:15:05,29,22,13,22,3,127,9,57,6,Ясно
09/10/2021,21:15:04,28,22,14,19,3,129,8,57,9,Ясно
09/10/2021,22:15:04,28,22,15,17,3,131,7,65,9,Ясно
09/10/2021,23:15:04,27,21,14,15,3,129,7,65,9,Ясно
10/10/2021,00:15:04,27,20,14,13,3,128,6,70,9,Ясно
10/10/2021,01:15:05,27,19,14,11,3,126,6,70,13,Ясно
10/10/2021,02:15:05,27,18,14,10,3,125,6,70,9,Ясно
10/10/2021,03:15:05,27,18,13,9,3,124,6,70,9,Ясно
10/10/2021,04:15:05,27,17,13,9,3,122,6,70,9,Ясно
10/10/2021,05:15:04,26,18,13,10,3,123,6,70,9,Ясно
10/10/2021,06:15:05,25,18,14,11,3,124,6,75,6,Преимущественно облачно
10/10/2021,07:15:04,24,19,14,12,3,124,6,75,9,Преимущественно облачно
10/10/2021,08:15:05,26,20,14,13,3,127,6,75,6,Преимущественно облачно
10/10/2021,09:15:04,27,20,14,13,3,129,7,70,9,Облачно
10/10/2021,10:15:04,29,20,14,13,3,131,7,70,6,Облачно
10/10/2021,11:15:05,31,20,14,13,3,131,9,66,6,Облачно
10/10/2021,12:15:05,33,20,13,13,4,131,10,66,6,Облачно
10/10/2021,13:15:05,27,16,10,9,5,131,11,66,9,Облачно
10/10/2021,14:15:04,51,15,7,8,5,130,12,62,9,Облачно
10/10/2021,15:15:06,29,17,10,10,5,131,13,58,13,Преимущественно облачно
10/10/2021,16:15:05,30,16,10,10,5,131,12,62,9,Преимущественно облачно
10/10/2021,17:15:04,28,19,11,12,5,134,12,66,6,Преимущественно облачно
10/10/2021,18:15:04,25,21,13,15,5,137,11,71,6,Облачно
10/10/2021,19:15:04,23,22,13,13,4,140,11,71,6,Облачно
10/10/2021,20:15:04,22,22,14,13,4,141,11,71,9,Облачно
10/10/2021,21:15:04,21,23,15,13,4,141,11,71,9,Облачно
10/10/2021,22:15:05,20,22,14,11,3,142,11,71,6,Облачно
10/10/2021,23:15:04,19,23,15,11,3,139,11,66,9,Облачно
11/10/2021,00:15:04,19,23,15,11,3,137,10,71,2,Облачно
11/10/2021,01:15:05,19,23,14,12,4,138,8,81,2,Облачно
11/10/2021,02:15:05,19,23,15,12,4,139,7,87,2,Преимущественно облачно
11/10/2021,03:15:05,19,24,15,12,5,140,7,87,6,Преимущественно облачно
11/10/2021,04:15:05,18,23,15,12,5,142,8,81,6,Облачно
11/10/2021,05:15:05,17,24,15,12,5,146,8,81,6,Облачно
11/10/2021,06:15:04,17,24,16,13,6,150,8,81,6,Облачно
11/10/2021,07:15:05,16,23,15,11,6,153,8,81,6,Преимущественно облачно
11/10/2021,08:15:04,18,23,15,11,6,157,9,76,6,Солнечно
11/10/2021,09:15:05,19,23,15,12,7,161,10,66,6,Солнечно
11/10/2021,10:15:05,17,21,14,12,7,165,11,57,9,Солнечно
11/10/2021,11:15:04,22,20,14,12,7,159,13,43,13,Солнечно
11/10/2021,12:15:05,26,20,13,12,6,153,15,35,17,Солнечно
11/10/2021,13:15:04,29,18,10,10,5,140,16,33,9,Солнечно
11/10/2021,14:15:05,46,13,7,10,3,114,16,31,13,Солнечно
11/10/2021,15:15:04,36,17,9,10,5,136,16,31,9,Солнечно
11/10/2021,16:15:05,39,17,8,9,4,134,16,29,6,Солнечно
11/10/2021,17:15:05,35,18,9,12,5,142,11,43,2,Солнечно
11/10/2021,18:15:05,30,20,10,16,5,150,8,53,км/ч,Ясно
11/10/2021,19:15:04,23,21,12,18,5,158,6,65,2,Ясно
11/10/2021,20:15:05,23,20,12,16,5,160,5,65,2,Ясно
11/10/2021,21:15:05,24,20,12,15,5,161,5,65,2,Ясно
11/10/2021,22:15:04,22,15,9,11,6,162,4,69,2,Ясно
11/10/2021,23:15:04,23,15,9,11,6,158,2,80,6,Ясно
12/10/2021,00:15:04,23,14,9,10,6,154,4,69,6,Ясно
12/10/2021,01:15:04,25,12,8,9,7,136,3,80,6,Ясно
12/10/2021,02:15:04,25,12,8,10,6,134,3,80,6,Ясно
12/10/2021,03:15:04,24,12,8,10,6,132,1,86,2,Ясно
12/10/2021,04:15:05,22,14,9,10,5,130,1,86,6,Ясно
12/10/2021,05:15:04,22,14,10,10,5,131,1,93,2,Ясно
12/10/2021,06:15:05,22,14,10,10,5,132,1,93,км/ч,Ясно
12/10/2021,07:15:04,26,12,8,9,5,132,1,86,6,Солнечно
12/10/2021,08:15:05,27,12,8,9,4,133,4,86,6,Солнечно
12/10/2021,09:15:06,29,12,8,9,4,134,7,70,9,Солнечно
12/10/2021,10:15:05,30,14,8,7,4,135,8,65,6,Солнечно
12/10/2021,11:15:04,37,14,8,7,5,132,11,53,13,Солнечно
12/10/2021,12:15:04,44,14,8,7,6,129,13,47,9,Солнечно
12/10/2021,13:15:05,54,13,7,6,7,115,14,33,17,Солнечно
12/10/2021,14:15:04,57,13,7,6,6,116,15,31,17,Солнечно
12/10/2021,15:15:04,59,14,7,6,6,117,15,35,17,Солнечно
12/10/2021,16:15:05,54,13,7,5,5,118,14,38,6,Солнечно
12/10/2021,17:15:05,48,14,8,9,5,122,12,46,2,Солнечно
12/10/2021,18:15:05,41,16,9,13,4,126,7,65,2,Ясно
12/10/2021,19:15:04,36,15,9,15,4,130,7,56,2,Ясно
12/10/2021,20:15:04,38,15,9,13,3,130,7,56,6,Ясно
12/10/2021,21:15:05,39,15,9,11,3,129,6,60,2,Ясно
12/10/2021,22:15:05,38,14,8,6,3,129,6,60,6,Ясно
12/10/2021,23:15:05,38,13,8,5,3,128,6,60,6,Ясно
13/10/2021,00:15:04,39,13,7,4,3,128,7,61,9,Ясно
13/10/2021,01:15:09,44,12,7,6,2,128,8,57,9,Ясно
13/10/2021,02:15:04,45,12,7,6,2,130,8,57,6,Ясно
